Source,Target,Gen_comp,ChrF,Cos_sim_t5,Gen_comp1,Gen_comp2
You know all artists put their.,You know all the all these artists put their.,You know all the artists put their own.,73.36114369361862,0.9191557,You know all the artists put their own in there.,You know all the artists put their own in.
Before he go work.,Before he went to work.,Before he went to work.,100.0,1.0000004,Before he went to work.,Before he went to work.
I says those is she is do therapy and stuff.,I says that is very soothing when she is doing therapy and stuff.,I said that is why she is doing therapy and stuff.,60.194234053725815,0.8396878,I said that is why she is doing therapy and stuff.,I said that is she is doing therapy and stuff.
They need become somewhat selfsufficient.,They need to become somewhat selfsufficient.,They need to become somewhat selfsufficient.,100.0,1.0000002,They need to become somewhat selfsufficient.,They need to become somewhat selfsufficient.
Well that give you ideas.,Well that gives you an idea.,Well that gives you an idea.,100.0,1.0,Well that gives you some ideas.,Well that gives you some ideas.
And we want to try get rid this.,And we want to try to get rid of that.,And we want to try to get rid of this.,89.20659831866729,0.9712787,And we want to try to get rid of this.,And we want to try to get rid of this.
Start her meetings hollywood.,Started his own meeting in hollywood.,Start her meeting in hollywood.,67.26148884417711,0.8490246,Start her meeting in hollywood.,Start her meeting in hollywood.
They look green.,They look a green.,They look green.,70.64217653798426,0.9852477,They look green.,They look green.
My parent know.,My parents know.,My parent knows.,61.911421911421904,0.9649097,My parent knows.,My parents know.
I think he want it.,I think he wants it back.,I think he wants it.,75.45946705830019,0.8924021,I think he wants it.,I think he wants it.
We can go down and sit.,We can go down there and sit.,We can go down and sit.,65.63629785217152,0.97643536,We can go down and sit.,We can go down and sit there.
Of call ira it be call an sd for selfdirected.,Instead of called an ira it is called an ira sd for selfdirected.,Of call ira it is called an sd for selfdirected.,63.97814127628142,0.9519166,Of call ira it is called an sd for selfdirected.,Of call ira it is call an sd for selfdirected.
I be go go over.,I am going to go over there.,I am going to go over.,73.54209389841259,0.94317853,I am going to go over.,I am going to go over.
Shred chased ums ground squirrels.,Shred chased a um ground squirrel.,Shred chased ums ground squirrels.,76.69432707411904,0.97179097,Shred chased ums ground squirrels.,Shred chased ums ground squirrels.
There be eight clubs this mean there are only four left.,Now there are eight clubs out that means there are only four more left.,There are eight clubs this means there are only four left.,67.015328625573,0.9656255,There are eight clubs this means there are only four left.,There are eight clubs in this means there are only four left.
Is compressed out.,Is compressed out.,Is compressed out.,100.0,1.0,Is compressed out.,Is compressed out.
I start my day as.,I started my first day as a senior.,I started my day as.,43.09079621092441,0.8276955,I started my day as.,I started my day as.
You know she have those recipes.,You know she had all those recipes.,You know she has that recipe.,53.9018495559918,0.91613185,You know she has all those recipes.,You know she has all those recipes.
Disclose it mhm.,Disclose it mhm.,Disclose it mhm.,100.0,1.0,Disclose it mhm.,Disclose it mhm.
They do start clinton administrations.,They did not start under the clinton administration.,They did not start the clinton administration.,84.14125333598244,0.93521965,They did not start the clinton administration.,They did not start clinton administrations.
No i did say it i went that.,No i did not say it loud i just went like this.,No i did not say it i went that way.,44.559114983649316,0.8544756,No i did not say it i went through that.,No i did not say it i went on that.
I saw that our report.,I saw that in your report.,I saw that in our report.,80.92379719451817,0.94350636,I saw that in our report.,I saw that our report.
I forgot horse was in there.,I forgot that horse was in there.,I forgot the horse was in there.,81.71827223866158,0.9951067,I forgot the horse was in there.,I forgot my horse was in there.
And the marketplace be you know i think i live tangiers.,And the marketplace is uh you know maybe i think i live in tangiers.,And the marketplace is you know i think i live in tangiers.,79.00960274957055,0.9954692,And the marketplace is you know i think i live in tangiers.,And the marketplace is you know i think i live in tangier.
Yeah she is got boyfriends.,Yeah she is even got a boyfriend.,Yeah she is got a boyfriend.,75.30133610561603,0.96063614,Yeah she is got a boyfriend.,Yeah she is got boyfriends.
I would never say something that.,I would never say something like that but.,I would never say anything like that.,70.00954859272017,0.9412023,I would never say anything like that.,I would never say anything like that.
We will talk those there too.,We will talk about that there too.,We will talk about those there too.,81.1857682588612,0.97174263,We will talk about those there too.,We will talk about that there too.
And it be franchises of do packaging sending uh bases.,And it was a franchise of doing packaging sending uh from a mall basis.,And it is franchises of do packaging sending out uh bases.,49.624362368746034,0.8718852,And it is franchises of do packaging sending uh to the bases.,And it is franchises of do packaging sending uh to the base.
That be connected one them.,That was connected to one of them.,That is connected to one of them.,83.19769036151739,0.95937884,That is connected to one of them.,That is connected to one of them.
So you always got hole.,So you always got a hole.,So you always got a hole.,100.0,1.0000001,So you always got a hole.,So you always got a hole.
They had soared high.,They had soared really high.,They had soared high.,63.07261698546102,0.9910989,They had soared so high.,They had soared up high.
Not you know.,Not you know.,Not you know.,100.0,1.0000001,Not you know.,Not you know.
Oh i sell.,Oh i sold.,Oh i sell.,28.53174603174603,0.91743404,Oh i sell.,Oh i sold.
What do you want drink bernard.,What do you want to drink bernard.,What do you want to drink bernard.,100.0,0.9999997,What do you want to drink in bernard.,What do you want to drink in bernard.
You can come the courtrooms.,You can come in the courtroom.,You can come to the courtroom.,79.30166572557877,0.9773585,You can come to the courtroom.,You can come to the courtroom.
I get something tell you alice.,I got something to tell you alice.,I got something to tell you alice.,100.0,1.0000001,I got something to tell you alice.,I got something to tell you alice.
This be i think battle.,That is i think half the battle.,This is i think a battle.,46.64357982690199,0.7853837,This is i think the battle.,This is i think a good battle.
It do make any difference for her.,It really does not make any difference for her.,It does not make any difference for her.,82.02701546388114,0.98729086,It does not make any difference for her.,It does not make any difference for her.
